booking_id,customer_id,customer_name,customer_segment,customer_signup_date,customer_home_city,customer_loyalty_tier,property_id,property_name,property_city,property_star_rating,property_type,property_total_rooms,booking_date,checkin_date,checkout_date,room_type,num_rooms,nights,booking_channel,adr,discount_amount,coupon_code,total_amount,payment_method,booking_status,review_rating,review_date
102360,1121,Customer_1121,Corporate,2022-05-11,Goa,Silver,39,Coral Suites,Delhi,5,Mid-Range,150,2024-10-16,2024-11-10,2024-11-12,Standard,2,2,Corporate Portal,5512.56,0.0,,22050.24,Debit Card,Cancelled,,
102361,1122,Customer_1122,Individual,2023-01-03,Kochi,Gold,45,Velvet Heights,Jaipur,2,Budget,100,2024-05-28,2024-06-04,2024-06-06,Suite,1,2,OTA,3495.12,0.0,,6990.24,Debit Card,Completed,5.0,2024-06-13
102362,1123,Customer_1123,Individual,2022-11-01,Goa,None,51,Marigold Courtyard,Pune,2,Mid-Range,120,2024-08-16,2024-08-31,2024-09-03,Deluxe,1,3,Corporate Portal,6029.64,0.0,NONE,18088.92,UPI,Completed,4.0,2024-09-22
102363,1123,Customer_1123,Individual,2022-11-01,Goa,None,35,Sapphire Retreat,Bangalore,3,Mid-Range,150,2024-10-28,2024-11-04,2024-11-06,Standard,1,2,Travel Agent,4687.61,0.0,,9375.22,Net Banking,Cancelled,,
102364,1123,Customer_1123,Individual,2022-11-01,Goa,None,44,Crimson Stay,Udaipur,4,Mid-Range,40,2024-04-14,2024-05-09,2024-05-12,Deluxe,1,3,OTA,7906.28,0.0,,23718.84,Credit Card,Cancelled,,
102365,1123,Customer_1123,Individual,2022-11-01,Goa,None,54,Azure Manor,Pune,3,Mid-Range,150,2024-11-28,2024-11-30,2024-12-01,Suite,1,1,OTA,8293.17,1395.7,WELCOME,6897.47,Debit Card,Completed,,
102366,1124,Customer_1124,Group,2023-02-25,Manali,Gold,59,Lotus Stay,Udaipur,2,Premium,30,2024-08-13,2024-11-11,2024-11-15,Standard,3,4,OTA,13049.04,0.0,NONE,156588.48,UPI,Cancelled,,
102367,1124,Customer_1124,Group,2023-02-25,Manali,Gold,15,Coral Residency,Kochi,5,Premium,100,2024-08-09,2024-08-16,2024-08-18,Standard,2,2,OTA,7823.82,0.0,,31295.28,Credit Card,Completed,4.0,2024-09-02
102368,1124,Customer_1124,Group,2023-02-25,Manali,Gold,34,Indigo Palace,Kochi,2,Budget,80,2024-01-11,2024-03-11,2024-03-13,Standard,5,2,Corporate Portal,1885.19,0.0,NONE,18851.9,Credit Card,Cancelled,,
102369,1124,Customer_1124,Group,2023-02-25,Manali,Gold,23,Emerald Haven,Mumbai,2,Budget,40,2024-09-26,2024-10-03,2024-10-07,Standard,5,4,Travel Agent,2989.68,0.0,NONE,59793.6,Debit Card,Cancelled,,
102370,1124,Customer_1124,Group,2023-02-25,Manali,Gold,29,Saffron Courtyard,Udaipur,2,Budget,200,2024-10-22,2024-11-16,2024-11-21,Standard,4,5,Travel Agent,3339.45,0.0,,66789.0,Net Banking,Completed,1.0,2024-11-23
102371,1124,Customer_1124,Group,2023-02-25,Manali,Gold,44,Crimson Stay,Udaipur,4,Mid-Range,40,2024-09-02,2024-09-09,2024-09-12,Deluxe,3,3,Corporate Portal,6829.57,0.0,NONE,61466.13,Credit Card,Completed,,
102372,1124,Customer_1124,Group,2023-02-25,Manali,Gold,19,Amber Haven,Kochi,5,Premium,30,2024-06-06,2024-06-21,2024-06-23,Standard,2,2,Corporate Portal,6596.81,0.0,NONE,26387.24,Debit Card,Completed,,
102373,1124,Customer_1124,Group,2023-02-25,Manali,Gold,53,Crimson Suites,Bangalore,4,Mid-Range,100,2024-03-04,2024-03-19,2024-03-24,Standard,3,5,Direct Website,4214.24,0.0,,63213.6,Credit Card,Completed,4.0,2024-04-11
102374,1124,Customer_1124,Group,2023-02-25,Manali,Gold,32,Lotus Haven,Pune,3,Premium,40,2024-08-21,2024-08-28,2024-09-01,Standard,3,4,Direct Website,7991.63,13716.5,SAVE10,82183.06,UPI,Completed,5.0,2024-09-15
102375,1124,Customer_1124,Group,2023-02-25,Manali,Gold,7,Royal Orchid,Manali,4,Premium,120,2024-06-06,2024-09-04,2024-09-11,Standard,4,7,Direct Website,6966.82,15418.55,SAVE10,179652.41,UPI,No-Show,,
102376,1124,Customer_1124,Group,2023-02-25,Manali,Gold,4,Sea Breeze Resort,Kochi,3,Budget,40,2024-08-23,2024-09-17,2024-09-20,Deluxe,3,3,Direct Website,2638.61,0.0,,23747.49,Net Banking,Completed,3.0,2024-10-02
102377,1124,Customer_1124,Group,2023-02-25,Manali,Gold,51,Marigold Courtyard,Pune,2,Mid-Range,120,2024-01-21,2024-02-15,2024-02-18,Deluxe,4,3,Direct Website,6525.98,0.0,,78311.76,Credit Card,Completed,,
102378,1124,Customer_1124,Group,2023-02-25,Manali,Gold,19,Amber Haven,Kochi,5,Premium,30,2024-06-16,2024-07-01,2024-07-06,Suite,5,5,Corporate Portal,12646.94,29272.3,WELCOME,286901.2,Debit Card,Completed,,
102379,1125,Customer_1125,Individual,2022-01-10,Pune,None,20,Jade Courtyard,Kochi,2,Mid-Range,100,2024-12-13,2024-12-15,2024-12-20,Standard,1,5,OTA,3868.62,0.0,,19343.1,UPI,Cancelled,,
102380,1126,Customer_1126,Corporate,2022-07-26,Mumbai,Platinum,28,Ivory Manor,Mumbai,2,Mid-Range,40,2024-11-16,2024-11-18,2024-11-20,Standard,3,2,OTA,6649.35,0.0,,39896.1,Credit Card,Completed,8.0,2024-11-23
102381,1127,Customer_1127,Individual,2023-07-17,Pune,None,46,Marigold Suites,Mumbai,2,Budget,100,2024-08-11,2024-09-20,2024-09-21,Suite,1,1,Direct Website,5333.56,0.0,,5333.56,Credit Card,Completed,,
102382,1128,Customer_1128,Corporate,2023-05-12,Pune,None,17,Marigold Palace,Jaipur,4,Budget,60,2024-09-14,2024-10-24,2024-10-27,Deluxe,2,3,Corporate Portal,3610.22,0.0,NONE,21661.32,Credit Card,Completed,7.0,2024-11-05
102383,1128,Customer_1128,Corporate,2023-05-12,Pune,None,28,Ivory Manor,Mumbai,2,Mid-Range,40,2024-05-17,2024-07-16,2024-07-17,Deluxe,1,1,Corporate Portal,9134.61,0.0,NONE,9134.61,Net Banking,Completed,8.0,2024-07-31
102384,1128,Customer_1128,Corporate,2023-05-12,Pune,None,44,Crimson Stay,Udaipur,4,Mid-Range,40,2024-08-28,2024-08-30,2024-09-01,Deluxe,1,2,Corporate Portal,6563.25,960.88,WELCOME,12165.62,UPI,Cancelled,,
102385,1129,Customer_1129,Individual,2022-02-16,Chennai,None,28,Ivory Manor,Mumbai,2,Mid-Range,40,2024-09-14,2024-12-13,2024-12-16,Deluxe,1,3,Travel Agent,8480.62,0.0,,25441.86,UPI,Cancelled,,
102386,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,23,Emerald Haven,Mumbai,2,Budget,40,2024-03-30,2024-04-14,2024-04-17,Standard,1,3,OTA,2680.59,0.0,,8041.77,Credit Card,Completed,1.0,2024-05-03
102387,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,5,Hilltop Inn,Jaipur,4,Budget,120,2024-01-04,2024-01-29,2024-02-01,Standard,1,3,Travel Agent,1919.51,1073.12,FEST15,4685.41,UPI,Completed,4.0,2024-02-12
102388,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,47,Crimson Residency,Chennai,4,Mid-Range,200,2024-02-07,2024-02-22,2024-02-25,Suite,1,3,Corporate Portal,7504.39,0.0,,22513.17,Net Banking,Cancelled,,
102389,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,9,Maple Stay,Chennai,4,Budget,60,2024-06-04,2024-06-19,2024-06-20,Standard,1,1,Direct Website,1837.23,0.0,,1837.23,Debit Card,Completed,2.0,2024-07-02
102390,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,56,Mango Suites,Chennai,5,Premium,60,2024-10-22,2024-10-29,2024-10-30,Standard,1,1,OTA,9108.82,0.0,NONE,9108.82,Net Banking,Completed,,
102391,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,9,Maple Stay,Chennai,4,Budget,60,2024-04-01,2024-04-08,2024-04-10,Deluxe,1,2,Travel Agent,3354.71,527.08,FEST15,6182.34,UPI,No-Show,,
102392,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,45,Velvet Heights,Jaipur,2,Budget,100,2024-11-20,2024-12-05,2024-12-08,Standard,1,3,Direct Website,1789.99,0.0,,5369.97,Credit Card,Completed,,
102393,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,18,Tusker Haven,Chennai,5,Mid-Range,80,2024-01-14,2024-02-08,2024-02-15,Suite,1,7,OTA,9197.46,15786.83,WELCOME,48595.39,Net Banking,Cancelled,,
102394,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,39,Coral Suites,Delhi,5,Mid-Range,150,2024-02-17,2024-03-03,2024-03-05,Deluxe,1,2,OTA,7996.54,4351.78,SAVE10,11641.3,Credit Card,Completed,,
102395,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,26,Emerald Stay,Goa,5,Mid-Range,100,2024-08-09,2024-08-24,2024-08-31,Deluxe,1,7,OTA,5719.39,0.0,NONE,40035.73,Credit Card,Completed,2.0,2024-09-02
102396,1130,Customer_1130,Individual,2023-09-09,Delhi,Silver,10,Banyan Heights,Mumbai,4,Mid-Range,150,2024-09-18,2024-10-03,2024-10-07,Standard,1,4,OTA,7583.98,0.0,NONE,30335.92,UPI,Cancelled,,
102397,1131,Customer_1131,Corporate,2023-04-05,Kochi,Gold,37,Marigold Heights,Kochi,3,Mid-Range,200,2024-09-08,2024-12-07,2024-12-10,Deluxe,2,3,Corporate Portal,6173.35,5995.98,APPDEAL,31044.12,UPI,Cancelled,,
102398,1132,Customer_1132,Individual,2023-09-20,Mumbai,None,19,Amber Haven,Kochi,5,Premium,30,2024-11-20,2024-12-30,2025-01-01,Suite,1,2,Travel Agent,12054.75,0.0,,24109.5,Credit Card,Completed,2.0,2025-01-15
102399,1133,Customer_1133,Individual,2022-09-29,Udaipur,Gold,26,Emerald Stay,Goa,5,Mid-Range,100,2024-09-01,2024-11-30,2024-12-02,Suite,1,2,Travel Agent,13734.86,0.0,NONE,27469.72,Debit Card,Completed,,
102400,1134,Customer_1134,Individual,2022-09-17,Manali,Gold,46,Marigold Suites,Mumbai,2,Budget,100,2023-12-22,2024-01-06,2024-01-08,Deluxe,1,2,OTA,4665.4,0.0,,9330.8,Debit Card,Completed,4.0,2024-01-16
102401,1134,Customer_1134,Individual,2022-09-17,Manali,Gold,12,Sapphire Lodge,Kochi,5,Luxury,100,2024-11-26,2024-12-11,2024-12-18,Standard,1,7,OTA,13967.74,14398.17,SAVE10,83376.01,Debit Card,Completed,4.0,2024-12-19
102402,1134,Customer_1134,Individual,2022-09-17,Manali,Gold,47,Crimson Residency,Chennai,4,Mid-Range,200,2024-06-23,2024-07-08,2024-07-11,Standard,1,3,OTA,4933.5,0.0,,14800.5,UPI,Completed,4.0,2024-07-23
102403,1134,Customer_1134,Individual,2022-09-17,Manali,Gold,30,Lotus Heights,Kochi,4,Luxury,200,2024-05-29,2024-06-23,2024-06-26,Deluxe,1,3,OTA,16373.76,0.0,NONE,49121.28,Net Banking,Completed,5.0,2024-07-04
102404,1134,Customer_1134,Individual,2022-09-17,Manali,Gold,29,Saffron Courtyard,Udaipur,2,Budget,200,2024-01-24,2024-02-08,2024-02-10,Deluxe,1,2,Travel Agent,3656.9,0.0,,7313.8,UPI,Completed,4.0,2024-02-22
102405,1134,Customer_1134,Individual,2022-09-17,Manali,Gold,22,Olive Courtyard,Delhi,3,Premium,150,2024-10-23,2024-11-07,2024-11-10,Standard,1,3,Corporate Portal,10909.24,0.0,,32727.72,Debit Card,Completed,,
102406,1135,Customer_1135,Individual,2023-08-30,Chennai,Silver,51,Marigold Courtyard,Pune,2,Mid-Range,120,2024-11-15,2024-12-25,2024-12-28,Standard,1,3,OTA,4055.79,0.0,NONE,12167.37,Credit Card,Cancelled,,
102407,1136,Customer_1136,Corporate,2022-12-24,Udaipur,Silver,42,Ivory Lodge,Jaipur,4,Premium,60,2024-03-21,2024-03-28,2024-03-30,Deluxe,1,2,OTA,8929.61,2805.5,APPDEAL,15053.72,Credit Card,Completed,8.0,2024-03-31
102408,1136,Customer_1136,Corporate,2022-12-24,Udaipur,Silver,24,Tusker Palace,Goa,2,Mid-Range,100,2024-05-17,2024-06-01,2024-06-04,Standard,1,3,OTA,4152.12,0.0,,12456.36,Credit Card,Cancelled,,
102409,1136,Customer_1136,Corporate,2022-12-24,Udaipur,Silver,19,Amber Haven,Kochi,5,Premium,30,2024-06-13,2024-06-28,2024-06-29,Deluxe,2,1,Corporate Portal,8907.89,0.0,,17815.78,Debit Card,Completed,7.0,2024-07-04
102410,1136,Customer_1136,Corporate,2022-12-24,Udaipur,Silver,21,Indigo Retreat,Manali,5,Luxury,100,2024-11-27,2024-12-04,2024-12-05,Standard,1,1,Travel Agent,15134.05,2223.77,APPDEAL,12910.28,Debit Card,Completed,5.0,2024-12-10
102411,1136,Customer_1136,Corporate,2022-12-24,Udaipur,Silver,1,The Grand Plaza,Delhi,5,Budget,60,2024-11-06,2024-12-01,2024-12-04,Suite,2,3,OTA,5541.53,0.0,NONE,33249.18,UPI,Completed,,
102412,1137,Customer_1137,Corporate,2023-04-25,Udaipur,Platinum,40,Mango Retreat,Mumbai,4,Premium,120,2024-08-27,2024-09-11,2024-09-16,Deluxe,1,5,OTA,16622.65,0.0,,83113.25,UPI,Completed,6.0,2024-09-26
102413,1138,Customer_1138,Corporate,2023-04-01,Goa,None,33,Saffron Palace,Bangalore,2,Mid-Range,30,2024-06-17,2024-07-12,2024-07-15,Deluxe,2,3,Corporate Portal,6869.06,4231.52,FEST15,36982.84,Debit Card,Completed,,
102414,1138,Customer_1138,Corporate,2023-04-01,Goa,None,9,Maple Stay,Chennai,4,Budget,60,2024-06-24,2024-07-19,2024-07-20,Standard,1,1,OTA,2179.69,467.84,APPDEAL,1711.85,UPI,Completed,,
102415,1139,Customer_1139,Individual,2023-11-24,Udaipur,None,42,Ivory Lodge,Jaipur,4,Premium,60,2024-05-28,2024-06-12,2024-06-15,Standard,1,3,OTA,6515.15,5068.78,FEST15,14476.67,UPI,Completed,3.0,2024-06-20
102416,1140,Customer_1140,Individual,2023-05-28,Manali,None,21,Indigo Retreat,Manali,5,Luxury,100,2024-05-02,2024-05-09,2024-05-10,Standard,1,1,OTA,10974.6,0.0,NONE,10974.6,UPI,Completed,4.0,2024-05-19
102417,1141,Customer_1141,Group,2022-01-21,Manali,None,22,Olive Courtyard,Delhi,3,Premium,150,2024-07-30,2024-08-01,2024-08-06,Deluxe,5,5,OTA,13207.4,0.0,,330185.0,Credit Card,Completed,5.0,2024-08-21
102418,1142,Customer_1142,Corporate,2023-11-23,Bangalore,None,21,Indigo Retreat,Manali,5,Luxury,100,2024-08-13,2024-08-15,2024-08-20,Standard,2,5,Corporate Portal,12686.69,0.0,NONE,126866.9,Credit Card,Completed,6.0,2024-09-01
102419,1143,Customer_1143,Individual,2022-12-20,Delhi,Gold,40,Mango Retreat,Mumbai,4,Premium,120,2024-10-12,2024-10-14,2024-10-17,Standard,1,3,Travel Agent,13731.34,0.0,NONE,41194.02,Credit Card,Completed,4.0,2024-11-01
102420,1143,Customer_1143,Individual,2022-12-20,Delhi,Gold,6,Hilltop Inn,Delhi,5,Premium,60,2024-10-09,2024-10-24,2024-10-25,Deluxe,1,1,Direct Website,16747.85,0.0,NONE,16747.85,Debit Card,Cancelled,,
102421,1143,Customer_1143,Individual,2022-12-20,Delhi,Gold,34,Indigo Palace,Kochi,2,Budget,80,2023-12-28,2024-01-04,2024-01-07,Standard,1,3,OTA,1836.66,0.0,NONE,5509.98,Net Banking,Completed,5.0,2024-01-16
102422,1143,Customer_1143,Individual,2022-12-20,Delhi,Gold,27,Velvet Retreat,Pune,4,Mid-Range,150,2024-02-02,2024-02-27,2024-02-29,Standard,1,2,OTA,4298.06,0.0,,8596.12,Credit Card,Completed,1.0,2024-03-10
102423,1143,Customer_1143,Individual,2022-12-20,Delhi,Gold,13,Marigold Lodge,Kochi,2,Mid-Range,60,2024-02-12,2024-02-19,2024-02-21,Standard,1,2,Travel Agent,3555.7,578.27,APPDEAL,6533.13,Credit Card,Completed,4.0,2024-03-02
102424,1143,Customer_1143,Individual,2022-12-20,Delhi,Gold,8,Royal Orchid,Jaipur,5,Budget,80,2024-02-25,2024-02-27,2024-03-01,Deluxe,1,3,Direct Website,2743.99,0.0,NONE,8231.97,Credit Card,Completed,,
102425,1144,Customer_1144,Individual,2023-04-23,Delhi,None,35,Sapphire Retreat,Bangalore,3,Mid-Range,150,2024-04-17,2024-04-24,2024-04-26,Deluxe,1,2,OTA,5453.87,2022.54,WELCOME,8885.2,Net Banking,Completed,,
102426,1144,Customer_1144,Individual,2023-04-23,Delhi,None,3,Sea Breeze Resort,Chennai,5,Luxury,60,2023-11-25,2024-02-23,2024-02-26,Deluxe,1,3,OTA,21016.68,8250.74,FEST15,54799.3,Credit Card,Cancelled,,
102427,1145,Customer_1145,Corporate,2023-01-12,Mumbai,None,26,Emerald Stay,Goa,5,Mid-Range,100,2024-06-22,2024-09-20,2024-09-21,Standard,1,1,Corporate Portal,7252.85,0.0,,7252.85,Debit Card,Completed,,
102428,1146,Customer_1146,Individual,2023-09-11,Bangalore,None,1,The Grand Plaza,Delhi,5,Budget,60,2024-02-11,2024-02-26,2024-02-29,Standard,1,3,Direct Website,2735.63,0.0,,8206.89,UPI,Completed,,
102429,1146,Customer_1146,Individual,2023-09-11,Bangalore,None,28,Ivory Manor,Mumbai,2,Mid-Range,40,2024-06-05,2024-09-03,2024-09-05,Suite,1,2,OTA,11073.86,2837.42,FEST15,19310.3,Credit Card,Completed,2.0,2024-09-24
102430,1146,Customer_1146,Individual,2023-09-11,Bangalore,None,30,Lotus Heights,Kochi,4,Luxury,200,2024-03-13,2024-03-20,2024-03-27,Standard,1,7,Direct Website,12391.3,8029.58,FEST15,78709.52,Net Banking,Completed,3.0,2024-04-07
102431,1146,Customer_1146,Individual,2023-09-11,Bangalore,None,44,Crimson Stay,Udaipur,4,Mid-Range,40,2023-10-06,2024-01-04,2024-01-06,Suite,1,2,Direct Website,16041.09,0.0,,32082.18,Debit Card,Completed,,
102432,1146,Customer_1146,Individual,2023-09-11,Bangalore,None,12,Sapphire Lodge,Kochi,5,Luxury,100,2024-07-01,2024-07-08,2024-07-12,Standard,1,4,OTA,11974.22,7598.58,WELCOME,40298.3,Net Banking,Completed,,
102433,1146,Customer_1146,Individual,2023-09-11,Bangalore,None,50,Saffron Manor,Mumbai,4,Premium,100,2024-10-26,2024-11-02,2024-11-05,Deluxe,1,3,OTA,17862.12,8198.95,FEST15,45387.41,Debit Card,No-Show,,
102434,1146,Customer_1146,Individual,2023-09-11,Bangalore,None,3,Sea Breeze Resort,Chennai,5,Luxury,60,2024-10-04,2024-10-19,2024-10-22,Deluxe,1,3,Corporate Portal,20712.11,9835.97,FEST15,52300.36,Net Banking,Completed,1.0,2024-11-07
102435,1146,Customer_1146,Individual,2023-09-11,Bangalore,None,32,Lotus Haven,Pune,3,Premium,40,2024-02-29,2024-03-07,2024-03-09,Standard,1,2,Corporate Portal,7779.28,0.0,,15558.56,Net Banking,Cancelled,,
102436,1146,Customer_1146,Individual,2023-09-11,Bangalore,None,7,Royal Orchid,Manali,4,Premium,120,2024-01-18,2024-03-18,2024-03-20,Suite,1,2,OTA,12689.38,6936.34,APPDEAL,18442.42,UPI,Completed,,
102437,1147,Customer_1147,Individual,2023-03-10,Manali,Silver,2,The Grand Plaza,Udaipur,5,Luxury,200,2024-06-17,2024-06-24,2024-06-25,Deluxe,1,1,Corporate Portal,24824.5,1557.07,WELCOME,23267.43,Debit Card,Completed,5.0,2024-07-09
102438,1147,Customer_1147,Individual,2023-03-10,Manali,Silver,28,Ivory Manor,Mumbai,2,Mid-Range,40,2024-04-12,2024-04-14,2024-04-17,Standard,1,3,Direct Website,6382.15,1374.83,APPDEAL,17771.62,Net Banking,Completed,5.0,2024-05-06
102439,1147,Customer_1147,Individual,2023-03-10,Manali,Silver,32,Lotus Haven,Pune,3,Premium,40,2024-01-14,2024-01-16,2024-01-20,Standard,1,4,Direct Website,7372.63,0.0,,29490.52,UPI,Completed,,
102440,1148,Customer_1148,Individual,2022-01-20,Chennai,Silver,32,Lotus Haven,Pune,3,Premium,40,2024-06-27,2024-06-29,2024-07-06,Suite,1,7,OTA,13575.65,0.0,,95029.55,UPI,Completed,2.0,2024-07-15
102441,1149,Customer_1149,Individual,2022-11-14,Delhi,Gold,26,Emerald Stay,Goa,5,Mid-Range,100,2024-11-14,2024-12-09,2024-12-11,Suite,1,2,Direct Website,19674.16,6352.0,APPDEAL,32996.32,Debit Card,Completed,,
102442,1149,Customer_1149,Individual,2022-11-14,Delhi,Gold,2,The Grand Plaza,Udaipur,5,Luxury,200,2024-02-25,2024-03-03,2024-03-04,Suite,1,1,OTA,39187.58,8475.29,FEST15,30712.29,Credit Card,Completed,4.0,2024-03-18
102443,1149,Customer_1149,Individual,2022-11-14,Delhi,Gold,5,Hilltop Inn,Jaipur,4,Budget,120,2023-12-29,2024-02-07,2024-02-12,Standard,1,5,OTA,1794.79,1099.89,SAVE10,7874.06,UPI,No-Show,,
102444,1149,Customer_1149,Individual,2022-11-14,Delhi,Gold,27,Velvet Retreat,Pune,4,Mid-Range,150,2024-05-02,2024-07-31,2024-08-05,Standard,1,5,OTA,4261.63,0.0,NONE,21308.15,Debit Card,Completed,,
102445,1149,Customer_1149,Individual,2022-11-14,Delhi,Gold,17,Marigold Palace,Jaipur,4,Budget,60,2024-01-14,2024-04-13,2024-04-15,Suite,1,2,Travel Agent,4362.05,0.0,,8724.1,Debit Card,Completed,4.0,2024-04-22
102446,1149,Customer_1149,Individual,2022-11-14,Delhi,Gold,33,Saffron Palace,Bangalore,2,Mid-Range,30,2024-11-27,2024-12-22,2024-12-25,Suite,1,3,Corporate Portal,8694.54,2832.68,WELCOME,23250.94,Credit Card,Completed,,
102447,1149,Customer_1149,Individual,2022-11-14,Delhi,Gold,23,Emerald Haven,Mumbai,2,Budget,40,2024-09-28,2024-10-05,2024-10-08,Suite,1,3,OTA,7274.34,0.0,,21823.02,Debit Card,Completed,5.0,2024-10-16
102448,1149,Customer_1149,Individual,2022-11-14,Delhi,Gold,38,Indigo Residency,Chennai,4,Premium,80,2024-03-28,2024-03-30,2024-04-01,Standard,1,2,Corporate Portal,7280.73,0.0,NONE,14561.46,UPI,Completed,,
102449,1149,Customer_1149,Individual,2022-11-14,Delhi,Gold,13,Marigold Lodge,Kochi,2,Mid-Range,60,2024-01-27,2024-04-26,2024-05-01,Standard,1,5,OTA,4315.71,0.0,,21578.55,UPI,Completed,,
102450,1150,Customer_1150,Individual,2022-08-08,Jaipur,None,43,Crimson Heights,Delhi,5,Budget,30,2024-03-16,2024-03-31,2024-04-01,Suite,1,1,Corporate Portal,5956.02,0.0,,5956.02,UPI,Cancelled,,
102451,1151,Customer_1151,Individual,2023-02-26,Manali,None,14,Saffron Stay,Delhi,5,Mid-Range,200,2024-07-15,2024-10-13,2024-10-15,Suite,1,2,Corporate Portal,11648.75,0.0,,23297.5,Debit Card,Cancelled,,
102452,1152,Customer_1152,Corporate,2022-04-06,Bangalore,None,33,Saffron Palace,Bangalore,2,Mid-Range,30,2024-11-18,2024-11-25,2024-11-29,Deluxe,2,4,Corporate Portal,7099.0,0.0,NONE,56792.0,Credit Card,Completed,8.0,2024-12-17
102453,1152,Customer_1152,Corporate,2022-04-06,Bangalore,None,27,Velvet Retreat,Pune,4,Mid-Range,150,2023-12-29,2024-01-23,2024-01-24,Deluxe,3,1,OTA,5465.49,0.0,NONE,16396.47,Credit Card,Completed,,
102454,1152,Customer_1152,Corporate,2022-04-06,Bangalore,None,33,Saffron Palace,Bangalore,2,Mid-Range,30,2024-05-01,2024-07-30,2024-08-03,Standard,1,4,Travel Agent,4144.34,0.0,NONE,16577.36,Debit Card,Completed,,
102455,1153,Customer_1153,Corporate,2023-08-05,Bangalore,Silver,52,Ivory Stay,Mumbai,2,Budget,40,2024-08-25,2024-09-09,2024-09-10,Standard,2,1,OTA,2962.3,0.0,,5924.6,Credit Card,Completed,9.0,2024-09-25
102456,1154,Customer_1154,Individual,2022-01-26,Delhi,None,29,Saffron Courtyard,Udaipur,2,Budget,200,2024-05-16,2024-05-23,2024-05-24,Deluxe,1,1,Travel Agent,3326.1,0.0,,3326.1,Debit Card,Completed,,
102457,1155,Customer_1155,Individual,2022-09-28,Chennai,None,32,Lotus Haven,Pune,3,Premium,40,2024-05-26,2024-06-20,2024-06-25,Standard,1,5,Corporate Portal,7601.83,6258.59,WELCOME,31750.56,UPI,Completed,,
102458,1156,Customer_1156,Individual,2023-02-24,Kochi,Gold,40,Mango Retreat,Mumbai,4,Premium,120,2024-06-25,2024-07-02,2024-07-06,Standard,1,4,Corporate Portal,10050.99,0.0,,40203.96,Debit Card,Completed,,
102459,1157,Customer_1157,Group,2022-10-18,Chennai,Gold,10,Banyan Heights,Mumbai,4,Mid-Range,150,2024-05-20,2024-07-19,2024-07-26,Suite,3,7,OTA,12227.06,0.0,NONE,256768.26,Credit Card,Completed,,
102460,1158,Customer_1158,Individual,2023-09-21,Pune,Silver,38,Indigo Residency,Chennai,4,Premium,80,2024-12-01,2024-12-16,2024-12-20,Standard,1,4,Travel Agent,8268.33,0.0,,33073.32,UPI,Completed,5.0,2025-01-05
102461,1159,Customer_1159,Individual,2022-05-10,Kochi,Silver,4,Sea Breeze Resort,Kochi,3,Budget,40,2023-12-23,2024-01-07,2024-01-11,Standard,1,4,Direct Website,1856.24,0.0,NONE,7424.96,UPI,Completed,,
102462,1160,Customer_1160,Individual,2022-05-04,Bangalore,Silver,36,Jade Retreat,Udaipur,3,Budget,200,2023-12-23,2024-02-01,2024-02-03,Suite,1,2,Travel Agent,5346.97,1574.92,APPDEAL,9119.02,Net Banking,No-Show,,
102463,1160,Customer_1160,Individual,2022-05-04,Bangalore,Silver,23,Emerald Haven,Mumbai,2,Budget,40,2024-01-02,2024-03-02,2024-03-03,Standard,1,1,OTA,3199.14,0.0,NONE,3199.14,Debit Card,Completed,,
102464,1160,Customer_1160,Individual,2022-05-04,Bangalore,Silver,39,Coral Suites,Delhi,5,Mid-Range,150,2024-12-07,2024-12-22,2024-12-24,Standard,1,2,Travel Agent,5900.25,1477.09,SAVE10,10323.41,Credit Card,Completed,,
102465,1160,Customer_1160,Individual,2022-05-04,Bangalore,Silver,1,The Grand Plaza,Delhi,5,Budget,60,2024-02-11,2024-02-18,2024-02-19,Standard,1,1,Corporate Portal,2598.5,0.0,,2598.5,Net Banking,Completed,3.0,2024-02-24
102466,1160,Customer_1160,Individual,2022-05-04,Bangalore,Silver,4,Sea Breeze Resort,Kochi,3,Budget,40,2024-03-20,2024-04-14,2024-04-16,Deluxe,1,2,Direct Website,2328.24,877.61,WELCOME,3778.87,Net Banking,Completed,4.0,2024-04-28
102467,1160,Customer_1160,Individual,2022-05-04,Bangalore,Silver,43,Crimson Heights,Delhi,5,Budget,30,2024-10-12,2024-11-06,2024-11-09,Deluxe,1,3,Direct Website,3936.08,0.0,,11808.24,Net Banking,Completed,5.0,2024-11-11
102468,1160,Customer_1160,Individual,2022-05-04,Bangalore,Silver,44,Crimson Stay,Udaipur,4,Mid-Range,40,2023-11-17,2024-02-15,2024-02-16,Deluxe,1,1,Corporate Portal,8381.82,426.59,SAVE10,7955.23,Debit Card,Completed,5.0,2024-02-29
